tract2010,24 Hour Parking Violation - DPD,A/C or Heat Inoperable - CCS,Abandoned Substance Urgent - OEQS,Abandoned Substance Urgent - TWM,Advertising Sign Violation - SDC,Air Pollution Complaint - OEQ,Air Pollution Complaint - OEQS,Alley Repair - Routine - PBW,Alley Rumble Strips - Maintenance - TRN,Alley Rumble Strips New - TRN,Alley/Sidewalk/Street Repair - Hazardous - PBW,Animal Aggressive Behavior - DAS,Animal Bite - DAS,Animal Confined - DAS,Animal Lack of Care - DAS,Animal Loose - DAS,Animal Nuisance - DAS,Animal Police Assist - DAS,Animal Wildlife - DAS,Apartment� - Utility Cut Off�- CCS,Assist Fire/Police - PBW,Barricades - Pickup/Reset/Replace - PBW,Bike Paths/Routes - PBW,Bike Paths/Routes - TRN,Bike Share - TRN,Boarding Home Facilities - CCS,Boarding Home Inspections - CCS,Bond Program Projects - PBW,Brush Busters - SAN,Building Permits Violation - SDC,Bulky Trash Violations - CCS,Chemical Spill Urgent - OEQS,Chemical Spill Urgent - TWM,Chronic Noise Complaint - DPD,City Hall on the Go Request - 311,City Property Management/ Real Estate - SDC,Code Concern - CCS,Code General - CCS,Community Care Services - OCC,Community Cleanup Event - PNV,Complaint/Compliment,Complaint/Compliment - 311,Construction Rest Break - CCS,Construction Rest Break - Life Hazard - CCS,Construction Right of Way/Status - PBW,Construction Site Complaint - SDC,Consumer Protection Complaint�- CCS,Cost Plus - SAN,Court and Detention Services - CDS,Creek Bank Erosion - DWU,Creek Bank Erosion - TWM,Creek/Culvert Blockage - DWU,Creek/Culvert Blockage - TWM,Creek/Culvert Maintenance -DWU,Creek/Culvert Maintenance -TWM,Criminal Activities - DPD,Damage Repair - SAN,Dead Animal Pick Up,Dead Animal Pick Up - DAS,Dead Animal Pick Up - SAN,Drainage Ditch Cleaning/Repairs - PBW,Dumpster Violation - CCS,Educational Request - DFR,Extra Police Patrol - DPD,Fire Inspection - DFR,Flooded Roadway Warning System - DWU,Flooded Roadway Warning System - TWM,Flooding - Emergency - PBW,Floodplain Project Inquiry - DWU,Floodplain Project Inquiry - TWM,Food Borne Illness - CCS,Garage Sale - CCS,Graffiti City Streets & Bridges - PBW,Graffiti Private Property - CCS,Graffiti Traffic Sign - TRN,Graffiti Traffic Sign/Signal - TRN,Graffiti Traffic Signal - TRN,Group Home Complaint - CCS,Guardrail - New - TRN,Guardrail Repair - Hazardous - PBW,Guardrail Repair - Routine - PBW,Hand Bills/Fliers Complaint - CCS,Handicap Parking Violation - DPD,High Water Flooded Roadway Alarm Warning System - PBW,High Weeds,High Weeds - CCS,Historic/Conservation District Violation - SDC,Homeless Encampment - OHS,Homeless Meal Event - CCS,Housing & Neighborhood Revitalization � HOU,Illegal Dump Monitoring - CCS,Illegal Dumping - CCS,Illegal Dumping Sign - CDS,Illegal Dumping Sign - CTS,Illegal Dumping Urgent - OEQS,Illegal Dumping Urgent - TWM,Illegal Fence - CCS,Illegal Garbage/Placement -CCS,Illegal Land Use - CCS,Illegal Outside Storage - CCS,Illegal Removal of Protected Tree - SDC,Illegal Spray Painting - DFR,Illegal Vending - CCS,Inlet/Storm Drain Cleaning - DWU,Inlet/Storm Drain Cleaning - TWM,Inlet/Storm Drain Stopped Up - Hazardous - DWU,Inlet/Storm Drain Stopped Up - Hazardous - TWM,Interagency - PBW,Junk Motor Vehicle - CCS,Library Concerns - LIB,Lid Cover Broken - Routine - PBW,Lid Cover Broken/Missing - Hazardous - PBW,Life Hazard - CCS,Light Glare - CCS,Litter - CCS,Lock/Unlock Knox Lock or Box - DFR,Locked/Blocked Exit - DFR,MOWmentum Program - PBW,Median/Right of Way Maintenance - PBW,Miscellaneous Service Request - 311,Mobile Food Complaint - CCS,Mobility Planning - TRN,Mosquito - Beekeeper Notification - CCS,Mosquito - Do Not Spray - CCS,Mosquitoes - CCS,Motor Vehicle Idling - CDS,Motor Vehicle Idling - CTS,Narcotics/Vice Complaint - DPD,New Street/Sidewalk/Alley - PBW,No Building Permit - CCS,No House Number�- CCS,Noise Pollution Complaint�- CCS,Objects Dropped in Inlet - Hazardous - PBW,Obstruction Alley/Sidewalk/Street - CCS,Obstruction Corner�Visibility - CCS,Occupancy Load Violation - DFR,Open and Vacant Structure - CCS,Operation Beautification Registration - PNV,Oversized Commercial Vehicle - DPD,Oversized Vehicle - CCS,Panhandling - DPD,Park Maintenance/Misc - PKR,Parking - Report a Violation - TRN,Parking - Valet Complaint - TRN,Parking Unapproved Surface - CCS,Parking in Fire Lane/ Fire Hydrants - DFR,Paving Reconstruction Project - PBW,Paving Street Resurface Program - PBW,Pay Day Lending Complaint - CCS,Pay Lot Booting - AVI,Pool Complaint - CCS,Pot Hole - Hazardous - PBW,Pot Hole - Routine - PBW,Private Development Coordination - SDC,Railroad Crossing Repair - PBW,Resident Only Parking Permit - TRN,Restaurant/Food Complaint - CCS,Risk Management Claim Form Request - RSK,Road Hump/Speed Bump Request - TRN,Rodents Complaint - CCS,SPSVSNOT Sanitation Roll Cart Maintenance/Delivery - SAN,Sand Removal Request - PBW,Sanitation Billing - SAN,Sanitation Commercial Roll Cart Services - SAN,Sanitation Compliment/Complaint - SAN,Sanitation Litter Cans - SAN,Sanitation Missed Bulk/Brush - SAN,Sanitation Missed Garbage - SAN,Sanitation Missed Recycle - SAN,Sanitation Missed Service - SAN,Sanitation Pack Out/Helping Hands - SAN,Sanitation Property Damage - SAN,Sanitation Roll Cart Maintenance/Delivery - SAN,Sanitation Same Day Missed Collection - SAN,School Crossing Guard - CDS,School Crossing Guard - CTS,Scooter Share - TRN,Sewage Discharge - DWU,Sewage Discharge - OEQS,Sewage Discharge - TWM,Sewer Problems - DWU,Sewer Problems - WTR,Shopping Cart Routine Pickup - PBW,Shopping Carts - PBW,Sidewalk Replacement Program - PBW,Sidewalk Utility Obstruction - PBW,Sidewalk Violations Hazardous-CCS,Signs�- CCS,Single Family Rental Inspection - CCS,Single Family Rental Needs Registration - CCS,Smoke Detector Request - DFR,Smoking Violation - CCS,Snow/Ice Sanding - Hazardous - PBW,Special Events Permit Request - CES,Speed Limit Change Request - TRN,Steel Plates in Street - PBW,Storm Brush/Debris - SAN,Storm Drainage/Flooding Complaint - DWU,Storm Drainage/Flooding Complaint - TWM,Storm Sewer Line Locate - DWU,Storm Sewer Line Locate -TWM,Storm Water Construction Site Urgent�- OEQS,Storm Water Construction Site Urgent�- TWM,Storm Water Industrial Site Urgent - OEQS,Street Lighting - Maintenance- TRN,Street Lighting- New/Relocation - TRN,Street Repair - Routine - PBW,Street Spillage/Debris in Right of Way - Hazardous - PBW,Street Sweeping - TRN,Streets Referral Pickup - SAN,Substandard Structure - CCS,Survey Questions - PBW,Swimming Pool Discharge - OEQS,Swimming Pool Discharge - TWM,TEST - CRM,TEST - Code Concern - CCS - TEST,TEST CRM,TESTCRM,Test CRM,Towing Complaint - AVI,Traffic - Construction Signs - PBW,Traffic - Construction Signs - TRN,Traffic - Street Closure - TRN,Traffic Markings - Broken Traffic Button - TRN,Traffic Markings - Maintenance - TRN,Traffic Markings - New - TRN,Traffic Sign - Knockdown,Traffic Sign - Knockdown - TRN,Traffic Sign - Knockdown Follow-up - TRN,Traffic Sign - Maintenance (Other) - TRN,Traffic Sign - New - TRN,Traffic Sign - Other Dispatch - TRN,Traffic Sign - Visibility Obstruction - TRN,Traffic Sign/Signal - New - TRN,Traffic Signal - All Out - TRN,Traffic Signal - Bulb Out/NonConflict Hd Trn,Traffic Signal - Bulb Out/NonConflict Hd Trn VO,Traffic Signal - Bulb Out/NonConflict Hd Trn VO - TRN,Traffic Signal - Flashing - TRN,Traffic Signal - Head Turn (Conflicting) - TRN,Traffic Signal - Knockdown - TRN,Traffic Signal - New - TRN,Traffic Signal - Other Dispatch - TRN,Traffic Signal - School Flasher Maintenance - TRN,Traffic Signal - Stuck - TRN,Traffic Signal - Timing - TRN,Traffic Signal -�Visibility Obstruction�- TRN,Traffic Signals - Dispatch - TRN,Traffic Violations (Chronic) - DPD,Transportation Complaint - AVI,Tree Down/Low Limbs - PBW,Trinity River Levee Maintenance/Mowing - DWU,Trinity River Levee Maintenance/Mowing - TWM,Trinity Watershed Management General - TWM,Utility Complaint/Information - OBS,Utility Cut/Hazardous - PBW,Utility Cut/Routine - PBW,Vehicle Towed/Booted - CDS,Visibility Obstruction - Hazardous - PBW,Visibility Obstruction - PBW,Waste/Fraud/Abuse - AUD,Water Conservation Violation - CCS,Water Payments & Billing Inquiry - 311,Water Pollution Urgent - DWU,Water Pollution Urgent - OEQS,Water Pollution Urgent - TWM,Water Questions - 311,Water/Wastewater Line Locate - 311,Wheel Chair Ramp/Curb Cuts - PBW,Yard Waste - OEQS,Yard Waste - TWM,public works,traffic sign maintenance
48085031704,7,0,0,0,0,0,0,12,0,0,12,3,11,4,28,4,2,8,8,1,4,2,0,0,1,0,0,0,15,0,31,1,0,0,0,0,3,13,0,0,0,7,0,0,1,2,0,2,0,1,1,1,0,8,0,0,1,2,35,4,0,1,1,4,0,0,0,0,0,0,1,0,0,17,0,2,0,0,0,0,2,0,0,0,1,29,0,13,0,0,2,3,1,0,1,0,1,0,3,4,0,0,0,0,0,0,0,0,2,0,0,2,1,2,17,0,0,0,2,9,0,0,0,0,3,0,0,0,0,3,2,5,1,46,2,1,1,0,0,1,23,10,15,0,0,0,0,0,0,0,2,9,6,0,0,0,2,0,0,0,0,0,6,1,24,0,1,32,7,30,1,4,132,14,0,0,0,0,0,0,2,0,0,0,3,0,0,4,1,7,2,1,0,0,0,0,28,0,2,0,0,0,0,0,0,1,9,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,40,1,0,1,5,3,2,1,21,36,2,2,1,12,10,1,7,0,0,3,0,16,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,9,22,0,0,0,0,0
48085031706,10,0,0,0,1,0,0,9,0,0,15,1,3,1,4,3,1,0,4,0,0,3,0,0,0,0,0,0,19,0,67,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,17,4,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,5,1,2,0,0,0,2,0,2,0,0,0,0,2,3,1,0,8,0,0,0,1,3,0,0,0,0,2,0,0,0,1,1,0,1,0,18,0,0,1,0,0,0,10,0,18,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,2,0,0,0,14,0,33,0,1,67,16,60,0,21,141,18,0,0,0,0,0,0,0,0,0,0,4,0,1,6,1,2,2,0,0,0,0,0,16,4,0,3,0,0,0,0,0,0,13,5,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0,1,5,0,0,2,29,1,2,1,5,0,0,6,0,0,0,0,14,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,12,22,0,0,0,0,0
48085031708,19,0,0,0,2,0,2,6,0,0,8,2,6,4,13,6,4,4,1,0,0,1,0,0,0,0,0,0,14,0,23,6,0,1,0,0,16,5,0,0,0,5,0,0,4,2,0,7,0,8,3,3,0,1,0,0,8,2,16,4,4,0,3,2,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,26,0,1,0,0,0,7,0,0,0,0,3,0,8,2,0,0,0,0,4,0,0,0,4,1,1,2,1,0,24,0,0,0,2,13,0,0,0,0,3,0,0,0,0,3,2,3,0,44,3,0,0,0,0,0,0,0,127,0,2,0,0,1,0,0,1,2,13,0,0,0,0,0,7,0,0,0,10,3,31,1,3,46,27,47,0,17,167,11,0,0,0,0,0,0,1,2,0,0,5,3,5,30,5,17,3,0,0,1,0,0,17,16,0,6,0,0,0,0,7,0,7,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,7,1,1,0,8,1,0,0,5,6,1,0,1,6,11,1,14,0,0,5,0,20,0,0,0,3,0,0,0,1,1,0,13,0,0,0,0,6,46,0,1,0,0,0
48085031709,35,0,0,0,1,0,0,20,0,0,23,4,3,3,13,15,10,1,8,0,0,0,0,0,0,0,0,0,11,0,11,0,0,6,0,0,0,4,0,0,2,10,0,0,1,2,0,5,0,0,0,3,0,16,0,0,1,3,30,3,0,5,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,28,0,0,0,2,0,0,1,0,1,0,10,1,0,0,0,2,0,0,1,0,2,0,2,1,0,0,27,0,0,0,2,16,0,0,0,0,1,0,0,0,0,4,2,1,1,35,0,0,0,0,0,3,4,18,38,0,0,0,0,1,0,0,2,14,27,0,0,0,2,1,1,1,0,0,21,5,16,1,2,34,12,36,0,6,240,15,0,0,0,0,0,0,2,0,0,0,7,1,3,13,1,13,6,0,0,0,0,0,16,0,2,4,0,1,0,0,3,0,37,3,1,0,9,0,0,2,0,0,0,0,0,0,1,0,0,0,3,3,0,4,2,11,6,0,0,6,2,0,0,3,6,0,0,1,6,1,1,10,0,0,3,0,7,0,0,0,2,0,0,0,0,0,0,13,0,1,0,0,8,34,1,0,0,0,0
48085031711,29,0,0,0,0,0,0,5,1,0,12,4,4,0,14,2,7,5,2,0,0,1,0,0,0,0,0,0,7,0,15,0,0,1,0,0,0,5,0,0,0,8,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,5,36,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,2,0,0,0,6,0,1,0,0,1,0,5,2,0,0,1,1,0,2,0,0,1,0,0,1,0,0,9,0,0,0,0,14,0,1,0,0,3,0,0,2,0,1,1,1,0,42,2,0,0,0,0,1,22,2,13,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,8,0,13,0,2,39,8,31,0,0,164,9,0,0,0,0,0,0,1,0,0,0,8,0,1,2,5,28,2,0,1,0,0,0,17,0,0,3,0,0,0,0,3,0,12,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,1,0,1,2,0,0,6,9,0,1,0,5,0,0,2,0,0,3,0,9,0,0,0,0,0,0,0,0,1,1,23,0,1,0,0,5,22,0,4,0,0,0
48085031712,23,4,0,0,0,0,2,3,0,0,7,6,5,6,20,1,3,4,4,0,0,0,0,0,0,0,0,0,6,0,14,0,0,5,0,0,1,5,0,0,1,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,19,6,1,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,46,0,1,0,0,2,10,3,0,0,0,1,0,1,3,0,0,0,2,0,0,0,0,2,0,0,2,3,0,10,0,0,0,4,7,0,0,0,0,2,1,0,1,0,0,1,2,0,21,0,0,0,0,0,6,2,1,26,0,1,0,0,0,0,0,0,5,5,0,3,0,0,0,1,0,0,0,7,0,21,1,4,38,13,31,1,5,165,7,0,0,0,0,0,0,1,0,0,0,2,0,1,1,6,44,2,0,0,0,0,0,27,4,0,0,0,0,0,0,3,0,7,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,9,1,1,0,1,2,0,0,7,8,1,0,0,4,0,3,6,0,0,1,0,3,0,0,0,1,0,0,0,3,0,0,13,0,0,0,0,2,15,0,3,0,0,0
48085031713,6,4,0,0,1,0,1,0,0,0,2,4,11,4,13,5,7,3,8,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,5,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,5,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,2,0,8,4,0,1,0,0,0,3,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0
48085031714,14,13,0,0,0,0,0,0,0,0,0,6,11,8,24,14,7,7,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,4,3,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,17,24,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,14,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,1,0,1,0,0,0
48085031715,31,0,0,0,0,0,0,2,0,0,5,2,3,3,8,10,13,0,4,0,0,0,0,0,0,0,0,0,15,0,35,0,1,1,0,0,0,2,0,0,2,6,0,0,1,0,0,7,0,0,0,1,0,5,0,0,1,2,11,1,0,0,0,1,0,0,0,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,3,35,0,1,0,0,0,2,0,0,0,0,2,0,3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,15,0,0,0,1,8,0,0,0,0,7,0,0,0,0,1,1,0,0,20,0,0,0,0,0,1,0,6,14,0,3,0,0,0,0,0,2,0,13,0,0,0,0,1,0,0,0,0,9,0,28,0,1,75,17,76,0,4,189,12,0,0,0,0,0,0,0,0,0,0,8,0,2,0,5,24,1,0,0,0,0,0,17,0,0,1,0,0,0,0,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,4,0,0,0,2,0,0,4,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,25,0,2,0,1,9,16,0,0,0,0,0
48085031716,21,0,0,0,0,0,0,6,0,0,2,1,5,5,5,3,2,3,5,0,0,0,0,0,0,0,0,0,8,0,14,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,29,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,19,0,2,32,2,14,0,2,60,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,13,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,13,0,0,0,0,0
